x,y,r,b
2705, 3917, 10, 251
1680, 3693, 8, 254
2189, 3689, 5, 244
2104, 3593, 1, 183
843, 3413, 4, 186
573, 3379, 10, 250
2001, 3238, 6, 247
1323, 3194, 4, 224
2951, 3139, 6, 251
2292, 2798, 1, 186
508, 2761, 2, 180
1648, 2631, 3, 194
1627, 2499, 9, 251
1682, 2493, 3, 165
1870, 2479, 8, 247
33, 2370, 5, 244
2090, 1708, 4, 225
1387, 1371, 5, 209
1517, 1342, 5, 244
713, 1296, 5, 229
2173, 1262, 5, 209
185, 1133, 1, 182
292, 893, 10, 254
2267, 869, 5, 207
1555, 538, 4, 234
