x,y,r,b
3001, 3708, 11, 242
1955, 3558, 9, 248
2464, 3522, 1, 184
2369, 3434, 2, 159
1111, 3346, 4, 171
849, 3332, 13, 252
1560, 3102, 1, 184
2235, 3091, 6, 250
1763, 2860, 6, 233
726, 2739, 4, 218
2489, 2634, 4, 194
1948, 2585, 4, 236
1656, 2532, 5, 243
234, 2403, 4, 211
1795, 2394, 9, 254
2036, 2354, 8, 250
1451, 1294, 6, 252
781, 1286, 5, 218
1580, 1250, 4, 168
2237, 1097, 6, 251
2171, 1087, 5, 237
332, 927, 8, 251
2299, 686, 5, 252
1544, 427, 7, 247
